pincode,lat,long,label,link,rig
495001,22.089269,82.134063,"Laxmi Medical Hall, Mungeli Naka Chowk, Near Bajpai Ground, Bilaspur, Chattisgarh, Call 7809813999; RV available, RIG available on order",https://maps.app.goo.gl/SJzKaAe6FNk9DM7S7,1
495001,22.089159,82.134277,"Apollo Pharmacy, Plot No 89, SH 01, Mungeli Rd, opp. Manoj Sweets & Namkeen, Mangla, Bilaspur, Chhattisgarh 495001; Call 07752447314; RV available",https://maps.app.goo.gl/detJcBffhmQPdF7v9,0
444606,20.91979,77.757685,"Harkut Medicals, Rajapeth, Amravati, Maharashtra 444606; Call 8983668876; RV available",https://maps.app.goo.gl/Cf3Yvtp7f1VMGPv36,0
444601,20.930455,77.754855,"Harkut Pharma Shop, Dava Bajar, 1 Jaistambh Chauk, Amravati, Maharashtra 444601; Call 8983668876; RV available",https://maps.app.goo.gl/ij6tved3JSgFPsjq7,0
444606,20.935608,77.75685,"Harkut Surgicals, Walcut Compound, Amravati, Maharashtra 444606; Call 8983668876; RV available",https://maps.app.goo.gl/SJJFnhjzCFppnSzn8,0
444606,20.909502,77.750925,"Pradhanmantri Jan Aushadhi Kendra, Aashadeep Complex, Navathe Chowk, Badnera Rd., Amravati 444606 Maharashtra; Call 8983668876; RV available",https://maps.app.goo.gl/GgPYnjTK4sLRXATK6,0
444701,20.864836,77.73348,"Dhumale Medical Shop, Shop no.3, Kampaspura, Badnera, Amravati, Maharashtra 444701; Call 8983896859; RV available",https://maps.app.goo.gl/SEiMgopRqdh5SkDz5,0
444605,20.922579,77.74105,"Thakur Pharmacy, Opp. Balajinagar Garden, Amravati, 444605 Maharashtra; Call 8793143794; RV available",https://maps.app.goo.gl/3X5QL8SoGNX5ScQh7,0
444601,20.925841,77.749464,"Sunil Medical Store, Shop No.11, Gaurakshan Rd, Near HVPM, Amravati 444601, Maharashtra; Call 9890182126; RV available",https://maps.app.goo.gl/BAkHXBAkMY6fCdLg8,0
444601,20.908379,77.767035,"Matoshri Medicals, Khandelwal Complex, Dastur Nagar Chowk, Amravati 444606, Maharashtra; Call 919503713333; RV available",https://maps.app.goo.gl/GoqtUJDCN9zdTWpa8,0
403506,15.528784,74.13056,"Community Health Center, Area Hospital, SH1, Sattari, Valpoi, North Goa, Goa 403506; Call (832)2374260; RV available, RIG available",https://maps.app.goo.gl/YLabF1FwGXAcCeT27,1
403512,15.689599,73.792582,"Community Health Center, Murmuse, Pernem Goa 403512; Call (0832)2291249; RV available, RIG available",https://maps.app.goo.gl/a6czkJfPSqzasobaA,1
403504,15.584307,73.959541,"Community Health Center, SH1, Bicholim, Goa 403504; Call (0832)2362041; RV available, RIG available",https://maps.app.goo.gl/TwEa9RTSXPR5pCd77,1
403507,15.592926,73.81458,"Urban Health Center, Dangui Colony, Ghateshwar Nagar, Sonar Vaddo, Sateri Nagar Colony, Mapusa, Goa 403507; Call (0832)2262226; RV available, RIG available",https://maps.app.goo.gl/X3beUuhj5wdM7PRK9,1
403001,15.497832,73.826339,"Urban Health Center, 3, 18th June Road, Altinho, Panaji, Goa 403001; Call (0832)2426495; RV available, RIG available",https://maps.app.goo.gl/cxNvExy5HkxkjNcN8,1
403702,14.994785,74.048394,"Community Health Center, Canacona, Goa 403702; Call (0832)2643422; RV available, RIG available",https://maps.app.goo.gl/7bUX3QvdqrtrFNMv5,1
413003,17.665005,75.909708,"Dr. Vaishampayan Memorial Government Medical College, Court Road Opp. District Court Rang Bhavan Chowk, South Sadar Bazar, Jawaharlal Housing Society, Sidheshwar Peth, Solapur, Maharashtra; Call: 0217 2731900; RV and RIG avaiable",https://maps.app.goo.gl/A44j6GEzhQZcPU5P8,1
413001,17.666191,75.910696,"Guddi Medical and Surgical Stores, Opp. Civil Hospital, Solapur; Call: 9607356381; RV and RIG available",https://maps.app.goo.gl/S54LLaMTYdu3uLm19,1
413003,17.658472,75.907767,"Huma Medical Stores, 171 South Sadar Bazar, Huma Road, Solapur; Call 9148979148; 7277287277; RV and RIG available",https://maps.app.goo.gl/idy5EbUSmQB8Uw4T9,1
413003,17.660773,75.908214,"Ashwini Sahakari Rugnalaya, Survey No. 7107/1 Plot No. 180, North, S Sadar Bazar, South Sadar Bazar, Jawaharlal Housing Society, Keshav Nagra, Solapur; Call 0217 2319900; RV and RIG available",https://maps.app.goo.gl/ovMGaL6VXkkgfWSW6,1
411033,18.637665,73.74468,"Municipal Corporation Punawale Dispensary, Vishnu Dev Nagar, Punawale, Pimpri-Chinchwad; RV and RIG available",https://maps.app.goo.gl/fsCkJY7YSoP1wDnn8,1
411039,18.620341,73.848032,"PCMC Hospital, Near PCMT Bus Depot, Gavhanewasti, Bhosari; Call: 8605822777; RV and RIG available.",https://maps.app.goo.gl/1hcU9xTXccRnnDgw8,1
